name,rating,reviews,host_name,address,amenities,safety_rules,house_rules,price,guests,bedrooms,beds,bathrooms,check_in,check_out,country
"Castello degli Arcieri, in the green heart of Italy",,,Homelike,"Carbonesca, Umbria, Italy","Kitchen,Wifi,Free parking on premises,Pool,Hot tub,Pets allowed,TV,Washing machine,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,No carbon monoxide alarm,No smoke alarm,Show more,Show more,","Check-in: 4:00 pm - 8:00 pm,Check out: 10:00 am,Pets are allowed,󱤇,Smoking is allowed,Show more,Show more,",122125,16,15,15,5,4:00 pm - 8:00 pm,10:00 am,Italy
"Ferienwohnung ""Heinrich Heine""",,1.0,Andra,"Wandlitz, Brandenburg, Germany","Lake access,Kitchen,Wifi,Free parking on premises,Bath,Garden,Indoor fireplace,Luggage drop-off allowed,High chair,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","󹀁,Airbnb's COVID-19 safety practices apply,Climbing or play structure,󱠁,Carbon monoxide detector not required Show more,Smoke alarm,Show more,Show more,","Check-in: 3:00 pm - 10:00 pm,Check out: 12:00 pm,Self check-in with lockbox,Not suitable for infants (under 2 years),No smoking,No pets,No parties or events",16005,5,4,4,2,3:00 pm - 10:00 pm,12:00 pm,Germany
Castle Schulhoff,,,Srdjan,"Padej, Vojvodina, Serbia","Kitchen,Wifi,Free parking on premises,Pool,Hot tub,Pets allowed,TV with standard cable/satellite,Washing machine,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Pets are allowed,󱤇,Smoking is allowed",36307,8,4,4,4,,,Serbia
Grand Master Suite,,,Anastasios,"Rodos, Greece","Kitchen,Wifi,Hot tub,TV,Washing machine,Air conditioning,Bath,Patio or balcony,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,No carbon monoxide alarm,No smoke alarm,Show more,Show more,","Check out: 12:00 pm,No smoking,No pets,No parties or events",7248,3,1,1,1,,12:00 pm,Greece
old castle view palace 10 km from Gallipoli,5.0,5.0,Francesca,"Parabita, Puglia, Italy, Italy","Kitchen,Free on-street parking,Pets allowed,TV,Private patio or balcony,Hair dryer,SAMSUNG refrigerator,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,No carbon monoxide alarm,No smoke alarm,Show more,Show more,","Check-in: After 3:00 pm,Check out: 9:00 am,No smoking,No parties or events,Pets are allowed",9060,5,3,3,2,After 3:00 pm,9:00 am,Italy
Schlossapartment 3 Rotenturm (ca. 30m²),,,Constanze,"Rotenturm an der Pinka, Burgenland, Austria","Kitchen,Wifi,Free parking on premises,Washing machine,Garden,Luggage drop-off allowed,Cot,Travel cot,Children’s books and toys,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","󹀁,Airbnb's COVID-19 safety practices apply,No carbon monoxide alarm,Smoke alarm,Show more,Show more,","Check-in: Flexible,Check out: 10:00 am,No smoking,No pets,No parties or events",5481,2,,2,1,Flexible,10:00 am,Austria
"Noble Room in Historical House, Molise",,1.0,Paolo E Alessandro,"San Martino in Pensilis, CB, Molise, Italy","City skyline view,Free on-street parking,Private backyard – Fully fenced,Hair dryer,Refrigerator,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Check-in: 4:00 pm - 7:00 pm,Check out: 11:00 am,Not suitable for children and infants,No pets,Show more,Show more,",11437,4,2,2,2,4:00 pm - 7:00 pm,11:00 am,Italy
Castelletto - 3 Rooms for Parties and Small Events,,1.0,Luisa,"Montina, Friuli-Venezia Giulia, Italy","Kitchen,Wifi,Free parking on premises,Indoor fireplace,Sound system,Smoking allowed,Long-term stays allowed,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,No carbon monoxide alarm,No smoke alarm,Security camera/recording device Show more,Show more,Show more,","Check-in: After 3:00 pm,Not suitable for children and infants,No pets,󱤇,Smoking is allowed,Show more,Show more,",36419,1,,,2,After 3:00 pm,,Italy
"L'Emir Faisal Arslan, Stay at the Museum",,,Mada,"Aley, Mount Lebanon, Lebanon","Kitchen,Wifi,Free parking on premises,TV with standard cable/satellite,Lift,Air conditioning,Patio or balcony,Garden,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Check-in: Flexible,Check out: 11:00 am,No smoking,No pets",59170,10,4,4,4,Flexible,11:00 am,Lebanon
Historical castle with pool,,1.0,Margherita,"Smirra, Marche, Italy","Kitchen,Wifi,Free parking on premises,Pool,TV,Smoking allowed,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Check-in: 4:00 pm - 7:00 pm,Check out: 10:00 am,󱤇,Smoking is allowed,Show more,Show more,",10872,4,2,2,2,4:00 pm - 7:00 pm,10:00 am,Italy
CASTLE KALAMATA,,,Tania,"Kalianeika, Greece","Kitchen,Wifi,Free parking on premises,Hot tub,Pets allowed,TV,Washing machine,Dryer,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Check-in: Flexible,Pets are allowed,󱤇,Smoking is allowed",13590,7,3,3,,Flexible,,Greece
Koule Castle Of Bali,,,Nikodimos,"Bali, Greece","Kitchen,Wifi,Free parking on premises,Pool,Pets allowed,TV,Washing machine,Dryer,Air conditioning,Security cameras on property","󹀁,Airbnb's COVID-19 safety practices apply,Security camera/recording device Show more,Pool/hot tub without a gate or lock,Nearby lake, river, other body of water,Carbon monoxide alarm,Show more,Show more,","Check-in: 8:00 am - 12:00 am,No parties or events,Pets are allowed,󱤇,Smoking is allowed",36239,3,1,1,3,8:00 am - 12:00 am,,Greece
Garbonogara Tower House,,,Sergio,"Buonfornello, Pa, Italy","Kitchen,Pool,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Show more,Show more,",9060,2,1,1,1,,,Italy
Spacious apartment with pool use,,1.0,Corinna E Salvatore,"Sant'Egidio del Monte Albino, Campania, Italy","Kitchen,Wifi,Free parking on premises,Shared pool – available seasonally,Shared hot tub – available seasonally,Pets allowed,TV,Washing machine,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Check-in: After 3:00 pm,Check out: 10:00 am,Pets are allowed",14290,8,1,1,5,After 3:00 pm,10:00 am,Italy
Casa Ciavarroni (Castello Nobili Vitelleschi),,,Pietro,"Labro, Lazio, Italy","Kitchen,Pets allowed,TV,Indoor fireplace,Hair dryer,Breakfast,Long-term stays allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Check-in: Flexible,No smoking,No parties or events,Pets are allowed",14496,4,2,2,1,Flexible,,Italy
Cosy Castle-room in Plankenstein & Breakfast,4.8,20.0,Erich,"Plankenstein, Niederösterreich, Austria","Wifi,Free parking on premises,Pets allowed,EV charger,Garden,Luggage drop-off allowed,Cot,Hair dryer,Breakfast,Long-term stays allowed","󹀁,Airbnb's COVID-19 safety practices apply,Carbon monoxide alarm,Smoke alarm,Show more,Show more,","Check-in: 2:00 pm - 8:00 pm,Check out: 11:00 am,No smoking,Pets are allowed",3995,2,1,1,,2:00 pm - 8:00 pm,11:00 am,Austria
Egg Palace,4.58,70.0,Benedikt,"Bernried, Bayern, Germany","Wifi,Free parking on premises,Pets allowed,Washing machine,Dryer,Bath,Garden,Luggage drop-off allowed,High chair,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,Smoke alarm,Show more,Show more,","Check-in: 2:00 pm - 8:00 pm,Check out: 11:00 am,Self check-in with lockbox,Pets are allowed",8018,2,1,1,,2:00 pm - 8:00 pm,11:00 am,Germany
Petecciano Castle,4.94,17.0,Giulio,"Mosciano Sant'Angelo, Abruzzo, Italy","Bay view,City skyline view,Wifi,Dedicated workspace,Free parking on premises – 30 spaces,Pets allowed,32"" HDTV,Central air conditioning,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Check-in: 2:00 pm - 11:00 pm,Check out: 10:00 am,Self check-in with building staff,No parties or events,Pets are allowed,󱤇,Smoking is allowed,Show more,Show more,",10328,11,1,1,,2:00 pm - 11:00 pm,10:00 am,Italy
Mansion Viecheln Anno 1869 Staff Room,4.89,23.0,Kevin,"Behren-Lübchin, Mecklenburg-Vorpommern, Germany","Kitchen,Free parking on premises,Pets allowed,Washing machine,Dryer,Shared patio or balcony,Garden,Luggage drop-off allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,No carbon monoxide alarm,No smoke alarm,Nearby lake, river, other body of water,Show more,Show more,","Check-in: After 4:00 pm,Check out: 11:00 am,No smoking,No parties or events,Pets are allowed,Show more,Show more,",4190,1,1,1,,After 4:00 pm,11:00 am,Germany
B&B Il Castello in the garden,,2.0,Maria Gabriella,"Palermo, Sicilia, Italy","Courtyard view,Garden view,Beach access,Wifi,Dedicated workspace,Free parking on premises,Pets allowed,TV,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Check-in: After 12:00 pm,Check out: 10:00 am,No parties or events,Pets are allowed,󱤇,Smoking is allowed,Show more,Show more,",8879,2,2,2,2,After 12:00 pm,10:00 am,Italy
"design studio pod hradem NOVÉ
 + wifi + A/C",4.83,6.0,Vera,"Šternberk, Olomoucký kraj, Czechia","Courtyard view,Kitchen,Wifi,Dedicated workspace,Free on-street parking,TV,Air conditioning,Hair dryer,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","󹀁,Airbnb's COVID-19 safety practices apply,No carbon monoxide alarm,Security camera/recording device Show more,Smoke alarm,Show more,Show more,","Check-in: 2:00 pm - 5:00 pm,Check out: 11:00 am,No smoking,No pets,No parties or events",3675,4,,3,1,2:00 pm - 5:00 pm,11:00 am,Czechia
Accommodation in the castle!,,1.0,Ingrid,"Skalná, Karlovarský kraj, Czechia","Wifi,Free parking on premises,TV,Patio or balcony,Hair dryer,Breakfast,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,Smoke alarm,Show more,Show more,",Check-in: 2:00 pm - 9:00 pm,3237,5,5,5,5,2:00 pm - 9:00 pm,,Czechia
Room in 17th-century Castle turned luxury hotel,,1.0,Raffaello,"Ugento, Puglia, Italy, Italy","Courtyard view,Garden view,Wifi,Dedicated workspace,Free parking on premises,HDTV with Netflix, standard cable/satellite,Paid washer – In building,Paid dryer – In building,Central air conditioning,Shared patio or balcony","󹀁,Airbnb's COVID-19 safety practices apply,Carbon monoxide alarm,Smoke alarm,Show more,Show more,","Check-in: After 3:00 pm,Check out: 12:00 pm,No smoking,No pets",26993,2,1,1,,After 3:00 pm,12:00 pm,Italy
Castle Kapetanovo,,2.0,Branko,"Stari Lec, Vojvodina, Serbia","Wifi,Free parking on premises,Hot tub,TV,Air conditioning,Hair dryer,Refrigerator,Smoking allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Check-in: 10:00 am - 4:00 pm,Check out: 10:00 am,󱤇,Smoking is allowed",8969,6,5,5,5,10:00 am - 4:00 pm,10:00 am,Serbia
Lock room 24,4.76,22.0,Miriam & Gucci,"Lalendorf, Mecklenburg-Vorpommern, Germany","Lake view,Park view,Wifi,Dedicated workspace,Free parking on premises,Shared sauna,TV,Lift,Shared patio or balcony,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","󹀁,Airbnb's COVID-19 safety practices apply,Nearby lake, river, other body of water,󱠁,Carbon monoxide detector not required Show more,Smoke alarm,Show more,Show more,","Check-in: 3:00 pm - 8:00 pm,Check out: 11:00 am,No smoking,No pets",11778,2,1,1,5,3:00 pm - 8:00 pm,11:00 am,Germany
Agriturismo Castello di Belforte-Todi PG (Umbria),4.92,67.0,Patrizia,"Todi, Umbria, Italy","Wifi,Dedicated workspace,Free parking on premises,Patio or balcony,Garden,Luggage drop-off allowed,Cot,Children’s books and toys,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Check-in: 2:00 pm - 12:00 am,Check out: 11:00 am,No smoking,No pets,No parties or events,Show more,Show more,",5436,3,1,1,,2:00 pm - 12:00 am,11:00 am,Italy
TONNARA - Top floor of the tower,4.86,32.0,Rosa Maria,"Alcamo, Sicilia, Italy","Bay view,Beach access – Beachfront,Kitchen,Wifi,Dedicated workspace,Free parking on premises,Pets allowed,Private backyard – Fully fenced,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Check-in: 3:00 pm - 10:00 pm,Check out: 10:00 am,No smoking,Pets are allowed,Show more,Show more,",9805,2,1,1,,3:00 pm - 10:00 pm,10:00 am,Italy
Villa Slovakia 1918_1,4.94,55.0,Petra,"Unternberg, Oberösterreich, Austria","Waterfront,Kitchen,Wifi,Free driveway parking on premises – 3 spaces,Pets allowed,42"" HDTV with standard cable/satellite, Netflix,Paid washer – In building,Paid dryer – In building,Bath,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","󹀁,Airbnb's COVID-19 safety practices apply,Pool/hot tub without a gate or lock,Nearby lake, river, other body of water,Climbing or play structure,󱠁,Carbon monoxide detector not required Show more,Show more,Show more,","Check-in: 6:00 pm - 9:00 pm,Check out: 12:00 pm,No smoking,Pets are allowed,Show more,Show more,",5243,2,1,1,,6:00 pm - 9:00 pm,12:00 pm,Austria
Chateau Třebešice,4.98,64.0,Alberto,"Třebešice, Central Bohemian Region, Czechia","Kitchen,Wifi,Free parking on premises,Pets allowed,Washing machine,Dryer,Patio or balcony,Garden,Indoor fireplace,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,Smoke alarm,Show more,Show more,","Check-in: 2:00 pm - 10:00 pm,Check out: 12:00 pm,No parties or events,Pets are allowed",12883,16,9,9,,2:00 pm - 10:00 pm,12:00 pm,Czechia
Room for 3 people in the historic Palace with park,5.0,18.0,Ludmila,"Chociule, lubuskie, Poland","Kitchen,Wifi,Dedicated workspace,Free parking on premises,Pets allowed,Free washer – In building,Garden – Fully fenced,Luggage drop-off allowed,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,No carbon monoxide alarm,No smoke alarm,Show more,Show more,","Check-in: 3:00 pm - 10:00 pm,Check out: 11:00 am,Self check-in with building staff,No smoking,No parties or events,Pets are allowed,Show more,Show more,",4557,3,1,1,,3:00 pm - 10:00 pm,11:00 am,Poland
Assisi and Gubbio Giomici Castle Deluxe Room,,2.0,Andrea,"Giomici, Umbria, Italy","Kitchen,Wifi,Dedicated workspace,Free parking on premises,Pool,Pets allowed,TV,Patio or balcony,Garden,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","󹀁,Airbnb's COVID-19 safety practices apply,Pool/hot tub without a gate or lock,󱠁,Carbon monoxide detector not required Show more,Smoke alarm,Show more,Show more,","Check-in: 2:00 pm - 11:00 pm,Check out: 11:00 am,No smoking,Pets are allowed",9513,3,1,1,,2:00 pm - 11:00 pm,11:00 am,Italy
Castle Bílé Poličany,4.56,17.0,Marek,"Bílé Poličany, Královéhradecký kraj, Czechia","Wifi,Free parking on premises,Pets allowed,TV,Patio or balcony,Garden,Breakfast,Smoking allowed,Security cameras on property,Unavailable: Carbon monoxide alarmCarbon monoxide alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,Security camera/recording device Show more,Smoke alarm,Show more,Show more,","Check-in: After 3:00 pm,Pets are allowed,󱤇,Smoking is allowed,Show more,Show more,",2205,16,10,10,,After 3:00 pm,,Czechia
1910 Prince Castle,5.0,5.0,Илона,"Gagra, Georgia","Garden view,Park view,Wifi,Dedicated workspace,Free parking on premises,Pets allowed,35"" HDTV with standard cable/satellite,Free washer – In unit,Unavailable: Carbon monoxide alarmCarbon monoxide alarm,Unavailable: Smoke alarmSmoke alarm","󹀁,Airbnb's COVID-19 safety practices apply,󱠆,Carbon monoxide alarm not reported Show more,󱠆,Smoke alarm not reported Show more,Show more,Show more,","Check-in: After 3:00 pm,Check out: 11:00 am,Self check-in with lockbox,Pets are allowed,󱤇,Smoking is allowed,Show more,Show more,",30452,8,5,5,3,After 3:00 pm,11:00 am,Georgia
